ID,County,Jurisdiction,Precinct,Population,White,Black,Latino,Democrat,Republican,Libertarian,Green
P1510440000001,Sanilac County,SANILAC,AUSTIN TOWNSHIP; 1,665,664,0,0,84,179,5,4
P0991652000004,Macomb County,MACOMB,CLINTON TOWNSHIP; 4,654,547,87,20,137,153,5,3
P0336676000001,Chippewa County,CHIPPEWA,RABER TOWNSHIP; 1,647,582,0,6,136,217,9,7
P1632200001272,Wayne County,WAYNE,DETROIT CITY; 272,656,17,623,6,232,1,1,0
P0478484000001,Emmet County,EMMET,WAWATAM TOWNSHIP; 1,661,612,2,15,151,242,17,4
P1250911000017,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 17,661,512,74,13,258,150,14,5
P0575880000001,Gratiot County,GRATIOT,NORTH SHADE TOWNSHIP; 1,665,626,3,42,55,182,11,0
P0492900005033,Genesee County,GENESEE,FLINT CITY; Ward 5; Precinct 33,620,237,316,27,96,17,2,4
P0790644000001,Kalkaska County,KALKASKA,BEAR LAKE TOWNSHIP; 1,667,652,0,6,142,269,11,8
P1097640000001,Menominee County,MENOMINEE,STEPHENSON TOWNSHIP; 1,670,656,0,5,75,213,9,2
P0337702000001,Chippewa County,CHIPPEWA,SUGAR ISLAND TOWNSHIP; 1,652,441,0,6,178,262,8,7
P0618012000002,Houghton County,HOUGHTON,TORCH LAKE TOWNSHIP; 2,686,681,0,5,154,328,9,3
P1235316000001,Newaygo County,NEWAYGO,MERRILL TOWNSHIP; 1,667,507,115,14,126,135,7,3
P0311198000001,Cheboygan County,CHEBOYGAN,BURT TOWNSHIP; 1,680,643,1,8,138,368,10,2
P1298558002001,Ogemaw County,OGEMAW,WEST BRANCH CITY; Ward 2; Precinct 1,692,665,6,16,98,187,21,12
P1073434000001,Mecosta County,MECOSTA,GRANT TOWNSHIP; 1,686,667,3,3,93,249,26,3
P1578808000001,Tuscola County,TUSCOLA,WISNER TOWNSHIP; 1,690,665,2,28,95,220,9,4
P1650958000001,Wexford County,WEXFORD,BOON TOWNSHIP; 1,687,664,6,10,116,211,23,7
P1291926000001,Ogemaw County,OGEMAW,CUMMING TOWNSHIP; 1,698,686,0,12,89,249,19,4
P1414390000001,Presque Isle County,PRESQUE ISLE,KRAKOW TOWNSHIP; 1,705,703,0,1,153,252,15,1
P0774218000008,Kalamazoo County,KALAMAZOO,KALAMAZOO TOWNSHIP; 8,685,520,111,17,310,85,15,3
P0293970000008,Charlevoix County,CHARLEVOIX,HUDSON TOWNSHIP; 8,691,661,1,1,109,221,13,1
P1633818000025,Wayne County,WAYNE,HIGHLAND PARK CITY; 25,696,34,639,14,150,6,3,0
P0910902000001,Lenawee County,LENAWEE,BLISSFIELD TOWNSHIP; 1,706,687,4,22,94,268,15,3
P1632200002224,Wayne County,WAYNE,DETROIT CITY; 224,704,7,682,8,190,2,0,0
P0637304000001,Huron County,HURON,SHERIDAN TOWNSHIP; 1,712,702,0,18,83,216,9,2
P0178738000003,Bay County,BAY,WILLIAMS TOWNSHIP; 3,711,694,0,25,130,244,21,2
P1632200002222,Wayne County,WAYNE,DETROIT CITY; 222,699,8,678,6,209,5,2,1
P0292658000005,Charlevoix County,CHARLEVOIX,EVANGELINE TOWNSHIP; 5,712,700,0,2,168,281,7,4
P1632200003107,Wayne County,WAYNE,DETROIT CITY; 107,713,42,661,7,152,4,0,2
P0635260000001,Huron County,HURON,MEADE TOWNSHIP; 1,720,705,1,13,117,220,14,4
P1298558001001,Ogemaw County,OGEMAW,WEST BRANCH CITY; Ward 1; Precinct 1,711,680,2,11,126,162,7,6
P0013738000001,Alcona County,ALCONA,HAYNES TOWNSHIP; 1,722,707,1,6,121,318,14,3
P1056360000001,Mason County,MASON,PERE MARQUETTE TOWNSHIP; 1,714,682,1,15,139,269,14,4
P1195524000001,Montmorency County,MONTMORENCY,MONTMORENCY TOWNSHIP; 1,721,703,0,5,110,253,11,4
P1230562000001,Newaygo County,NEWAYGO,BARTON TOWNSHIP; 1,717,700,1,7,83,255,9,3
P0856444000011,Lake County,LAKE,PINORA TOWNSHIP; 11,717,696,5,2,83,225,12,2
P0616554000004,Houghton County,HOUGHTON,PORTAGE TOWNSHIP; 4,724,700,1,3,151,209,26,4
P1091958000001,Menominee County,MENOMINEE,DAGGETT TOWNSHIP; 1,714,666,17,37,81,235,15,2
P0698718000001,Iosco County,IOSCO,WILBER TOWNSHIP; 1,729,720,0,4,131,282,6,2
P0295934000011,Charlevoix County,CHARLEVOIX,NORWOOD TOWNSHIP; 11,723,701,2,4,154,289,10,3
P0513232001001,Gladwin County,GLADWIN,GLADWIN CITY; Ward 1; Precinct 1,728,701,1,18,89,158,7,2
P0611260000005,Houghton County,HOUGHTON,CALUMET TOWNSHIP; 5,726,703,3,18,95,137,14,7
P1311352000001,Ontonagon County,ONTONAGON,CARP LAKE TOWNSHIP; 1,722,695,1,9,145,224,10,1
P0513232004001,Gladwin County,GLADWIN,GLADWIN CITY; Ward 1; Precinct 4,732,707,2,6,105,200,19,6
P1298558003001,Ogemaw County,OGEMAW,WEST BRANCH CITY; Ward 3; Precinct 1,737,727,3,9,104,163,11,8
P0513232002002,Gladwin County,GLADWIN,GLADWIN CITY; Ward 1; Precinct 2,731,705,1,6,85,211,11,3
P0637014000001,Huron County,HURON,RUBICON TOWNSHIP; 1,732,706,0,16,94,264,7,1
P0633996000001,Huron County,HURON,HUME TOWNSHIP; 1,749,745,3,11,133,273,13,2
P0513232003002,Gladwin County,GLADWIN,GLADWIN CITY; Ward 1; Precinct 3,742,726,0,3,109,186,9,2
P1534084000001,Schoolcraft County,SCHOOLCRAFT,INWOOD TOWNSHIP; 1,733,663,0,10,139,233,21,4
P0714098000004,Iron County,IRON,IRON RIVER CITY; 4,742,709,2,18,80,191,3,3
P1011116000001,Manistee County,MANISTEE,BROWN TOWNSHIP; 1,747,729,1,10,150,225,19,6
P1573216000001,Tuscola County,TUSCOLA,GILFORD TOWNSHIP; 1,741,714,3,26,95,275,18,0
P1410692000001,Presque Isle County,PRESQUE ISLE,BELKNAP TOWNSHIP; 1,751,741,1,4,98,260,12,3
P0714098000001,Iron County,IRON,IRON RIVER CITY; 1,745,720,2,11,90,253,8,5
P0432766000001,Dickinson County,DICKINSON,FELCH TOWNSHIP; 1,752,740,0,1,71,283,6,1
P0194424000001,Benzie County,BENZIE,LAKE TOWNSHIP; 1,759,743,0,8,268,305,19,4
P1510346000001,Sanilac County,SANILAC,ARGYLE TOWNSHIP; 1,759,740,2,20,55,251,9,3
P1632200003185,Wayne County,WAYNE,DETROIT CITY; 185,759,3,752,4,179,4,1,2
P0714098000002,Iron County,IRON,IRON RIVER CITY; 2,757,733,3,9,94,166,6,1
P1552704000001,Shiawassee County,SHIAWASSEE,FAIRFIELD TOWNSHIP; 1,755,738,2,24,123,208,16,1
P0632354000001,Huron County,HURON,DWIGHT TOWNSHIP; 1,758,743,0,10,89,224,11,0
P1632200003062,Wayne County,WAYNE,DETROIT CITY; 62,754,53,685,5,179,3,1,1
P1635900000010,Wayne County,WAYNE,NORTHVILLE TOWNSHIP; 10,751,552,23,12,307,232,20,1
P0631094000001,Huron County,HURON,BROOKFIELD TOWNSHIP; 1,760,746,0,24,71,230,12,1
P0412614000001,Delta County,DELTA,ENSIGN TOWNSHIP; 1,748,718,0,4,174,269,7,5
P1632200001273,Wayne County,WAYNE,DETROIT CITY; 273,761,51,695,2,179,5,3,1
P0415126000001,Delta County,DELTA,MAPLE RIDGE TOWNSHIP; 1,766,748,0,8,140,250,20,2
P0410490000001,Delta County,DELTA,BALDWIN TOWNSHIP; 1,759,711,0,6,92,281,11,5
P0490342000003,Genesee County,GENESEE,ARGENTINE TOWNSHIP; 3,762,741,1,7,139,305,12,5
P1632200002391,Wayne County,WAYNE,DETROIT CITY; 391,756,2,738,8,204,1,2,1
P1558188000001,Shiawassee County,SHIAWASSEE,VENICE TOWNSHIP; 1,772,763,0,15,127,231,24,4
P1632200002216,Wayne County,WAYNE,DETROIT CITY; 216,760,3,730,5,196,4,0,3
P1336108000001,Osceola County,OSCEOLA,ORIENT TOWNSHIP; 1,773,761,1,12,95,260,12,4
P0998400005013,Macomb County,MACOMB,WARREN CITY; Ward 5; Precinct 13,747,665,35,12,148,179,11,8
P1513502000001,Sanilac County,SANILAC,GREENLEAF TOWNSHIP; 1,781,769,0,6,79,265,9,3
P0413140000001,Delta County,DELTA,GARDEN TOWNSHIP; 1,750,678,0,10,199,291,25,5
P1632200007390,Wayne County,WAYNE,DETROIT CITY; 390,784,8,769,2,179,3,1,0
P0631376000001,Huron County,HURON,CASEVILLE CITY; 1,777,760,3,7,144,254,12,4
P0858904000019,Lake County,LAKE,YATES TOWNSHIP; 19,761,423,304,11,256,109,6,3
P1258070000030,Oakland County,OAKLAND,TROY CITY; 30,772,690,20,16,199,202,18,3
P0492900008054,Genesee County,GENESEE,FLINT CITY; Ward 8; Precinct 54,748,551,143,41,174,93,6,2
P1017568000001,Manistee County,MANISTEE,SPRINGDALE TOWNSHIP; 1,781,766,0,14,141,246,11,5
P1271620000001,Oceana County,OCEANA,CLAYBANKS TOWNSHIP; 1,777,733,4,43,149,261,26,1
P1313500000001,Ontonagon County,ONTONAGON,GREENLAND TOWNSHIP; 1,792,783,0,2,117,207,21,2
P1250911000007,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 7,778,600,102,17,286,243,7,4
P1317618000001,Ontonagon County,ONTONAGON,STANNARD TOWNSHIP; 1,790,761,0,5,121,238,11,2
P0471350000001,Emmet County,EMMET,CARP LAKE TOWNSHIP; 1,759,692,9,4,153,255,15,10
P1632200002388,Wayne County,WAYNE,DETROIT CITY; 388,765,8,731,12,183,6,1,0
P1632200001322,Wayne County,WAYNE,DETROIT CITY; 322,778,8,752,5,226,4,1,0
P1632200002289,Wayne County,WAYNE,DETROIT CITY; 289,777,1,760,6,399,6,1,2
P1632200005171,Wayne County,WAYNE,DETROIT CITY; 171,766,29,717,9,163,14,1,6
P1255944000010,Oakland County,OAKLAND,NOVI CITY; 10,802,789,0,3,388,446,37,0
P1632200004104,Wayne County,WAYNE,DETROIT CITY; 104,791,30,750,4,151,0,1,0
P0731706000001,Isabella County,ISABELLA,COLDWATER TOWNSHIP; 1,777,736,3,12,111,191,8,8
P0714098000003,Iron County,IRON,IRON RIVER CITY; 3,785,754,0,19,107,186,6,1
P1632200001309,Wayne County,WAYNE,DETROIT CITY; 309,777,60,689,7,372,11,2,4
P0013574000001,Alcona County,ALCONA,GUSTIN TOWNSHIP; 1,795,779,0,11,80,249,16,6
P1632200005140,Wayne County,WAYNE,DETROIT CITY; 140,783,37,717,9,165,0,0,1
P0534106000003,Gogebic County,GOGEBIC,IRONWOOD CITY; 3,795,778,0,2,147,189,22,2
P0691174000001,Iosco County,IOSCO,BURLEIGH TOWNSHIP; 1,787,752,0,17,111,184,13,1
P0793160000001,Kalkaska County,KALKASKA,GARFIELD TOWNSHIP; 1,804,791,0,6,118,342,13,3
P1250911000028,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 28,794,766,2,5,199,273,17,0
P1512554000001,Sanilac County,SANILAC,ELMER TOWNSHIP; 1,806,767,2,31,78,301,4,3
P0438470000001,Dickinson County,DICKINSON,WAUCEDAH TOWNSHIP; 1,804,789,0,1,141,315,18,3
P0634764000001,Huron County,HURON,LINCOLN TOWNSHIP; 1,807,786,1,5,91,234,7,3
P1537958000001,Schoolcraft County,SCHOOLCRAFT,THOMPSON TOWNSHIP; 1,795,711,1,3,149,273,16,6
P1632200004024,Wayne County,WAYNE,DETROIT CITY; 24,806,31,764,9,218,1,0,1
P0412638000002,Delta County,DELTA,ESCANABA TOWNSHIP; 2,805,788,0,0,116,267,7,2
P0194200000001,Benzie County,BENZIE,JOYFIELD TOWNSHIP; 1,799,759,5,5,153,238,25,6
P1234744000001,Newaygo County,NEWAYGO,LILLEY TOWNSHIP; 1,797,728,32,23,108,272,9,0
P1632200002235,Wayne County,WAYNE,DETROIT CITY; 235,796,6,773,13,307,8,1,6
P1632200002200,Wayne County,WAYNE,DETROIT CITY; 200,797,106,666,14,338,14,3,8
P1632200006468,Wayne County,WAYNE,DETROIT CITY; 468,807,94,657,108,188,5,2,0
P1636762500014,Wayne County,WAYNE,REDFORD TOWNSHIP; 14,808,543,219,31,234,107,8,8
P1255398000005,Oakland County,OAKLAND,MILFORD TOWNSHIP; 5,817,788,8,16,190,212,14,4
P1016486000001,Manistee County,MANISTEE,PLEASANTON TOWNSHIP; 1,818,805,0,9,170,288,14,8
P1632200002243,Wayne County,WAYNE,DETROIT CITY; 243,811,10,783,0,277,7,3,1
P0616554000001,Houghton County,HOUGHTON,PORTAGE TOWNSHIP; 1,814,789,3,14,157,279,30,5
P1053062000001,Mason County,MASON,FREE SOIL TOWNSHIP; 1,822,795,7,17,134,270,19,6
P0353028000001,Clare County,CLARE,FRANKLIN TOWNSHIP; 1,825,813,6,10,118,244,9,5
P0492900005038,Genesee County,GENESEE,FLINT CITY; Ward 5; Precinct 38,770,562,125,72,70,34,7,6
P1650306000001,Wexford County,WEXFORD,ANTIOCH TOWNSHIP; 1,815,782,1,5,115,267,12,1
P0332177000001,Chippewa County,CHIPPEWA,DETOUR TOWNSHIP; 1,807,697,0,3,173,289,16,7
P0995296000001,Macomb County,MACOMB,MEMPHIS CITY; 1,823,810,3,17,99,243,26,4
P1017684000001,Manistee County,MANISTEE,STRONACH TOWNSHIP; 1,821,783,3,11,170,263,19,7
P1632200002211,Wayne County,WAYNE,DETROIT CITY; 211,806,8,768,3,249,4,1,4
P1632200004009,Wayne County,WAYNE,DETROIT CITY; 9,818,20,768,7,210,2,3,0
P0852544000006,Lake County,LAKE,ELLSWORTH TOWNSHIP; 6,817,788,5,13,98,259,11,2
P1276178000001,Oceana County,OCEANA,OTTO TOWNSHIP; 1,826,792,10,58,93,243,14,6
P1114176000003,Midland County,MIDLAND,JEROME TOWNSHIP; 3,819,795,1,16,100,247,15,3
P0476496000001,Emmet County,EMMET,PLEASANT VIEW TOWNSHIP; 1,823,785,7,11,178,322,29,7
P0315310000001,Cheboygan County,CHEBOYGAN,MENTOR TOWNSHIP; 1,818,778,2,4,136,286,11,7
P0193218000001,Benzie County,BENZIE,GILMORE TOWNSHIP; 1,821,787,3,17,238,190,11,11
P1651720000001,Wexford County,WEXFORD,COLFAX TOWNSHIP; 1,840,826,4,15,117,304,21,2
P0492900003015,Genesee County,GENESEE,FLINT CITY; Ward 3; Precinct 15,830,15,799,5,265,6,0,1
P0696134000002,Iosco County,IOSCO,OSCODA TOWNSHIP; 2,826,782,0,8,204,368,17,5
P0291478002019,Charlevoix County,CHARLEVOIX,CHARLEVOIX CITY; Ward 2; Precinct 19,830,772,5,8,209,218,19,7
P1632200007414,Wayne County,WAYNE,DETROIT CITY; 414,832,4,808,6,258,7,2,1
P1134448000001,Missaukee County,MISSAUKEE,LAKE CITY; 1,836,796,10,24,127,261,14,6
P1632200001310,Wayne County,WAYNE,DETROIT CITY; 310,830,41,762,2,409,14,2,1
P1292986000001,Ogemaw County,OGEMAW,FOSTER TOWNSHIP; 1,843,817,1,14,154,290,18,6
P0510736000001,Gladwin County,GLADWIN,BENTLEY TOWNSHIP; 1,844,832,0,9,144,251,13,6
P1632200007411,Wayne County,WAYNE,DETROIT CITY; 411,841,10,814,11,217,5,1,0
P1250911000015,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 15,841,744,28,23,298,292,16,1
P0291478001018,Charlevoix County,CHARLEVOIX,CHARLEVOIX CITY; Ward 1; Precinct 18,841,801,10,7,245,282,19,5
P1632200001270,Wayne County,WAYNE,DETROIT CITY; 270,843,48,773,8,214,5,6,1
P1037411000001,Marquette County,MARQUETTE,SKANDIA TOWNSHIP; 1,826,772,1,5,168,261,16,9
P1632200006421,Wayne County,WAYNE,DETROIT CITY; 421,832,9,776,28,236,3,2,1
P1335366000001,Osceola County,OSCEOLA,MIDDLE BRANCH TOWNSHIP; 1,843,823,3,14,80,286,16,3
P1535076000003,Schoolcraft County,SCHOOLCRAFT,MANISTIQUE CITY; 3,818,681,1,6,127,193,11,2
P0313420000001,Cheboygan County,CHEBOYGAN,GRANT TOWNSHIP; 1,846,811,1,8,190,309,18,2
P0115212000001,Arenac County,ARENAC,MASON TOWNSHIP; 1,851,830,1,16,86,221,9,3
P1416602000001,Presque Isle County,PRESQUE ISLE,POSEN TOWNSHIP; 1,850,828,3,13,140,249,13,4
P0771798000005,Kalamazoo County,KALAMAZOO,COOPER TOWNSHIP; 5,830,617,136,21,210,155,25,8
P1632200003175,Wayne County,WAYNE,DETROIT CITY; 175,830,10,801,13,206,4,0,1
P0291478003020,Charlevoix County,CHARLEVOIX,CHARLEVOIX CITY; Ward 3; Precinct 20,842,795,16,8,194,269,13,3
P0154112000001,Barry County,BARRY,IRVING TOWNSHIP; 1,853,834,5,20,64,351,24,2
P1512138000001,Sanilac County,SANILAC,DELAWARE TOWNSHIP; 1,856,847,2,18,99,340,2,1
P1271910000001,Oceana County,OCEANA,CRYSTAL TOWNSHIP; 1,838,692,0,215,90,172,7,0
P0993042000005,Macomb County,MACOMB,FRASER CITY; 5,854,802,27,16,201,244,18,3
P0054518000003,Allegan County,ALLEGAN,LAKETOWN TOWNSHIP; 3,846,817,0,28,254,342,22,11
P1114176000001,Midland County,MIDLAND,JEROME TOWNSHIP; 1,859,838,1,22,126,284,20,0
P0991652000002,Macomb County,MACOMB,CLINTON TOWNSHIP; 2,845,796,13,21,162,270,11,7
P0634430000001,Huron County,HURON,LAKE TOWNSHIP; 1,855,840,0,2,177,300,10,3
P0893238000001,Leelanau County,LEELANAU,GLEN ARBOR TOWNSHIP; 1,859,840,4,9,353,301,16,7
P1593264000001,Van Buren County,VAN BUREN,GOBLES CITY; 1,829,772,5,41,124,186,26,7
P1632200003100,Wayne County,WAYNE,DETROIT CITY; 100,860,8,846,6,180,5,1,3
P1511042000001,Sanilac County,SANILAC,BRIDGEHAMPTON TOWNSHIP; 1,854,823,0,26,74,260,15,2
P1632200005442,Wayne County,WAYNE,DETROIT CITY; 442,831,50,778,3,173,3,0,3
P1474092000001,St. Clair County,ST. CLAIR,IRA TOWNSHIP; 1,865,848,0,14,101,326,12,3
P1250911000002,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 2,843,680,60,21,257,244,15,2
P1097638000001,Menominee County,MENOMINEE,STEPHENSON CITY; 1,862,839,1,19,100,233,13,2
P1572160000002,Tuscola County,TUSCOLA,DENMARK TOWNSHIP; 2,871,837,1,26,77,386,15,4
P1632200002248,Wayne County,WAYNE,DETROIT CITY; 248,866,12,832,12,268,7,2,3
P1115378001003,Midland County,MIDLAND,MIDLAND CITY; Ward 1; Precinct 3,865,804,21,25,144,151,18,4
P1632200002210,Wayne County,WAYNE,DETROIT CITY; 210,868,27,816,9,320,1,2,5
P0578408000001,Gratiot County,GRATIOT,WASHINGTON TOWNSHIP; 1,870,842,1,28,108,314,21,0
P0854432000007,Lake County,LAKE,LAKE TOWNSHIP; 7,862,819,22,9,142,275,20,3
P1632200007340,Wayne County,WAYNE,DETROIT CITY; 340,863,152,675,44,212,16,7,3
P1654738000001,Wexford County,WEXFORD,LIBERTY TOWNSHIP; 1,861,829,0,8,81,295,9,4
P0092464000001,Antrim County,ANTRIM,ECHO TOWNSHIP; 1,877,842,4,15,144,327,23,5
P0991652000020,Macomb County,MACOMB,CLINTON TOWNSHIP; 20,856,353,468,12,255,70,4,3
P1258245000001,Oakland County,OAKLAND,CLARKSTON CITY; 1,882,862,2,16,236,321,26,5
P0495598000008,Genesee County,GENESEE,MOUNT MORRIS TOWNSHIP; 8,846,364,417,32,227,42,1,1
P1131590000001,Missaukee County,MISSAUKEE,CLAM UNION TOWNSHIP; 1,882,856,1,31,55,375,20,5
P1632200003077,Wayne County,WAYNE,DETROIT CITY; 77,878,30,830,4,195,2,0,2
P1632200002228,Wayne County,WAYNE,DETROIT CITY; 228,882,8,854,4,345,4,1,2
P1036842000001,Marquette County,MARQUETTE,RICHMOND TOWNSHIP; 1,882,846,1,9,225,160,15,3
P0318764000001,Cheboygan County,CHEBOYGAN,WILMOT TOWNSHIP; 1,878,841,1,4,99,227,14,8
P1632200002206,Wayne County,WAYNE,DETROIT CITY; 206,888,17,854,4,265,6,3,1
P1416068000001,Presque Isle County,PRESQUE ISLE,ONAWAY CITY; 1,880,843,6,14,118,205,15,5
P1233436000001,Newaygo County,NEWAYGO,GRANT CITY; 1,894,839,1,119,86,234,19,6
P1632200005166,Wayne County,WAYNE,DETROIT CITY; 166,885,25,836,3,340,10,4,7
P1638600000031,Wayne County,WAYNE,WESTLAND CITY; 31,885,490,337,37,260,66,11,6
P0575888000001,Gratiot County,GRATIOT,NORTH STAR TOWNSHIP; 1,888,860,8,36,119,284,20,2
P1632200004036,Wayne County,WAYNE,DETROIT CITY; 36,890,35,833,2,125,3,1,0
P1632200001303,Wayne County,WAYNE,DETROIT CITY; 303,879,166,679,17,267,21,3,1
P1632200007364,Wayne County,WAYNE,DETROIT CITY; 364,897,10,875,11,254,4,2,0
P1632200002314,Wayne County,WAYNE,DETROIT CITY; 314,902,5,888,4,349,4,1,0
P0110412000001,Arenac County,ARENAC,AU GRES CITY; 1,889,867,0,17,141,310,16,1
P1632200007412,Wayne County,WAYNE,DETROIT CITY; 412,894,10,867,7,198,3,0,1
P1632200001269,Wayne County,WAYNE,DETROIT CITY; 269,895,69,792,12,265,6,2,1
P1632200005117,Wayne County,WAYNE,DETROIT CITY; 117,903,15,879,2,219,4,2,0
P0511636000001,Gladwin County,GLADWIN,CLEMENT TOWNSHIP; 1,901,879,1,14,166,296,10,1
P0110336000001,Arenac County,ARENAC,ARENAC TOWNSHIP; 1,903,881,2,10,123,280,16,4
P0473086000001,Emmet County,EMMET,FRIENDSHIP TOWNSHIP; 1,889,841,3,6,184,302,26,10
P0633426000001,Huron County,HURON,GRANT TOWNSHIP; 1,913,903,3,21,95,258,17,3
P1274656000001,Oceana County,OCEANA,LEAVITT TOWNSHIP; 1,891,781,8,130,94,227,12,6
P1632200005170,Wayne County,WAYNE,DETROIT CITY; 170,898,11,861,3,306,5,0,2
P1632200005448,Wayne County,WAYNE,DETROIT CITY; 448,905,14,866,11,198,5,2,2
P1411374000001,Presque Isle County,PRESQUE ISLE,CASE TOWNSHIP; 1,903,879,2,10,137,237,14,2
P1632200004017,Wayne County,WAYNE,DETROIT CITY; 17,902,42,845,7,321,6,1,2
P1632200002256,Wayne County,WAYNE,DETROIT CITY; 256,900,6,874,7,397,12,1,3
P1632200005122,Wayne County,WAYNE,DETROIT CITY; 122,899,24,860,6,213,8,0,1
P1053432000001,Mason County,MASON,GRANT TOWNSHIP; 1,909,870,0,23,199,260,17,8
P1455170000001,Saginaw County,SAGINAW,MARION TOWNSHIP; 1,923,905,2,25,87,262,19,5
P0933186000007,Livingston County,LIVINGSTON,GENOA TOWNSHIP; 7,925,899,4,23,253,414,21,6
P1057722000001,Mason County,MASON,SUMMIT TOWNSHIP; 1,924,900,2,22,218,309,15,6
P0495616000005,Genesee County,GENESEE,MUNDY TOWNSHIP; 5,918,873,27,14,227,286,19,2
P0492900007047,Genesee County,GENESEE,FLINT CITY; Ward 7; Precinct 47,849,496,263,48,223,56,8,3
P1293932000001,Ogemaw County,OGEMAW,HORTON TOWNSHIP; 1,927,912,0,8,117,312,16,4
P1512674000001,Sanilac County,SANILAC,EVERGREEN TOWNSHIP; 1,924,901,7,16,58,269,7,2
P0711386000001,Iron County,IRON,CASPIAN CITY; 1,906,861,0,11,164,202,9,4
P1632200006469,Wayne County,WAYNE,DETROIT CITY; 469,924,51,821,65,214,2,3,4
P0933186000013,Livingston County,LIVINGSTON,GENOA TOWNSHIP; 13,917,888,3,11,179,294,15,8
P1514546000001,Sanilac County,SANILAC,LAMOTTE TOWNSHIP; 1,919,893,6,22,70,311,9,1
P0710586000001,Iron County,IRON,BATES TOWNSHIP; 1,921,895,0,15,141,352,15,0
P0596712000001,Hillsdale County,HILLSDALE,RANSOM TOWNSHIP; 1,932,923,0,21,65,302,9,7
P1094060000001,Menominee County,MENOMINEE,INGALLSTON TOWNSHIP; 1,935,920,0,2,154,395,11,1
P0674992000003,Ionia County,IONIA,LYONS TOWNSHIP; 3,925,888,2,29,145,215,21,2
P0057170000001,Allegan County,ALLEGAN,SAUGATUCK CITY; 1,925,884,6,35,364,180,14,7
P0492900003018,Genesee County,GENESEE,FLINT CITY; Ward 3; Precinct 18,925,70,826,25,224,6,1,1
P0097626000001,Antrim County,ANTRIM,STAR TOWNSHIP; 1,926,894,0,26,116,361,19,5
P1632200001267,Wayne County,WAYNE,DETROIT CITY; 267,902,29,843,6,240,5,0,1
P1250911000025,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 25,920,460,281,28,298,120,8,4
P1632200002239,Wayne County,WAYNE,DETROIT CITY; 239,928,2,908,11,365,8,5,4
P1632200001362,Wayne County,WAYNE,DETROIT CITY; 362,937,16,907,5,231,7,1,2
P1632200006145,Wayne County,WAYNE,DETROIT CITY; 145,914,183,689,21,191,38,10,2
P1296832000001,Ogemaw County,OGEMAW,RICHLAND TOWNSHIP; 1,914,875,0,32,114,251,15,4
P1632200002198,Wayne County,WAYNE,DETROIT CITY; 198,920,153,700,28,212,19,3,3
P0650080000003,Ingham County,INGHAM,ALAIEDON TOWNSHIP; 3,927,872,12,21,256,315,24,6
P0114758000001,Arenac County,ARENAC,LINCOLN TOWNSHIP; 1,942,903,0,8,106,276,14,1
P0353716000001,Clare County,CLARE,HATTON TOWNSHIP; 1,933,900,1,6,103,329,8,0
P0650080000002,Ingham County,INGHAM,ALAIEDON TOWNSHIP; 2,945,898,11,27,218,301,27,13
P0015388000001,Alcona County,ALCONA,MIKADO TOWNSHIP; 1,947,925,1,12,96,382,11,4
P1632200005440,Wayne County,WAYNE,DETROIT CITY; 440,944,45,888,8,134,0,1,1
P1373172003001,Otsego County,OTSEGO,GAYLORD CITY; Ward 3; Precinct 3,937,894,13,17,136,320,22,6
P1410148000001,Presque Isle County,PRESQUE ISLE,ALLIS TOWNSHIP; 1,948,915,3,5,151,304,14,2
P1632200007426,Wayne County,WAYNE,DETROIT CITY; 426,952,6,938,1,219,6,1,0
P0792686000001,Kalkaska County,KALKASKA,EXCELSIOR TOWNSHIP; 1,953,931,6,5,116,338,12,4
P1256903504020,Oakland County,OAKLAND,ROCHESTER HILLS CITY; Ward 1; Precinct 20,943,792,41,39,404,377,35,7
P0191918000001,Benzie County,BENZIE,CRYSTAL LAKE TOWNSHIP; 1,957,934,1,4,364,346,22,4
P0572588000001,Gratiot County,GRATIOT,EMERSON TOWNSHIP; 1,952,926,2,33,129,299,9,5
P0995048000031,Macomb County,MACOMB,MACOMB TOWNSHIP; 31,948,882,23,21,251,598,16,4
P0613030000001,Houghton County,HOUGHTON,FRANKLIN TOWNSHIP; 1,953,931,2,7,164,270,24,4
P0991652000043,Macomb County,MACOMB,CLINTON TOWNSHIP; 43,951,910,21,13,188,377,12,3
P1637736000004,Wayne County,WAYNE,SUMPTER TOWNSHIP; 4,942,844,62,29,161,299,12,4
P0110414000001,Arenac County,ARENAC,AU GRES TOWNSHIP; 1,953,930,2,2,170,376,21,3
P1632200004105,Wayne County,WAYNE,DETROIT CITY; 105,956,43,833,13,140,3,0,0
P0010104000001,Alcona County,ALCONA,ALCONA TOWNSHIP; 1,968,955,0,6,199,500,13,2
P0813402000004,Kent County,KENT,GRAND RAPIDS TOWNSHIP; 4,964,891,38,16,235,220,13,11
P1250911000027,Oakland County,OAKLAND,BLOOMFIELD TOWNSHIP; 27,880,565,237,26,332,194,10,2
P1011638000001,Manistee County,MANISTEE,CLEON TOWNSHIP; 1,957,918,0,50,134,293,14,3
